route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible,route_direction,trip_note,bikes_allowed
"1-10T-3-sj2-1","tw5+R57+1","236.tw5.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","tw1",""
"1-10T-3-sj2-1","tw3+1","237.tw3.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw4+1","237.tw4.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw5+R57+1","237.tw5.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","tw1",""
"1-10T-3-sj2-1","tw3+1","238.tw3.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw4+1","238.tw4.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw5+R57+1","238.tw5.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","tw1",""
"1-10T-3-sj2-1","tw3+1","239.tw3.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw4+1","239.tw4.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","",""
"1-10T-3-sj2-1","tw5+R57+1","239.tw5.1-10T-3-sj2-1.1.H","1-10T-3-sj2-1.1.H","Bankstown","0","","2","Sydenham, then all stations to Bankstown","tw1",""
